cmp_segid,cmp_name,cmp_from,cmp_to,direction,length,cls_hcm85,year,period,auto_speed,los_hcm85,transit_speed,transit_sd,transit_cv,atspd_ratio
1,1st St,Market,Harrison,S,0.481558021952,3,1991,PM,1.2,F,,,,
1,1st St,Market,Harrison,S,0.481558021952,3,1993,AM,15.1,C,,,,
1,1st St,Market,Harrison,S,0.481558021952,3,1993,PM,15.5,C,,,,
1,1st St,Market,Harrison,S,0.481558021952,3,2001,AM,12.5,D,,,,
1,1st St,Market,Harrison,S,0.481558021952,3,2001,PM,2.1,F,,,,
1,1st St,Market,Harrison,S,0.481558021952,3,2004,AM,11.2,D,,,,
1,1st St,Market,Harrison,S,0.481558021952,3,2004,PM,2.6,F,,,,
1,1st St,Market,Harrison,S,0.481558021952,3,2006,AM,20.8,B,,,,
1,1st St,Market,Harrison,S,0.481558021952,3,2006,PM,4.2,F,,,,
1,1st St,Market,Harrison,S,0.481558021952,3,2007,AM,16.2947891131,C,,,,
1,1st St,Market,Harrison,S,0.481558021952,3,2007,PM,12.8210225493,D,,,,
1,1st St,Market,Harrison,S,0.481558021952,3,2009,AM,14.2281165029,C,,,,
1,1st St,Market,Harrison,S,0.481558021952,3,2009,PM,13.124766186,C,,,,
1,1st St,Market,Harrison,S,0.481558021952,3,2011,AM,13.7893034901,C,,,,
1,1st St,Market,Harrison,S,0.481558021952,3,2011,PM,18.2315513158,C,,,,
1,1st St,Market,Harrison,S,0.481558021952,3,2013,AM,18.5,C,,,,
1,1st St,Market,Harrison,S,0.481558021952,3,2013,PM,13.2,C,,,,
1,1st St,Market,Harrison,S,0.481558021952,3,2015,AM,11.8,D,,,,
1,1st St,Market,Harrison,S,0.481558021952,3,2015,PM,4.8,F,,,,
1,1st St,Market,Harrison,S,0.481558021952,3,2017,AM,12.8,D,,,,
1,1st St,Market,Harrison,S,0.481558021952,3,2017,PM,4.3,F,,,,
2,2nd St,Brannan,Market,N,0.721663762149,3,2006,AM,10.1,D,,,,
2,2nd St,Brannan,Market,N,0.721663762149,3,2006,PM,9.5,D,,,,
2,2nd St,Brannan,Market,N,0.721663762149,3,2007,AM,10.8301032578,D,,,,
2,2nd St,Brannan,Market,N,0.721663762149,3,2007,PM,11.7943275171,D,,,,
2,2nd St,Brannan,Market,N,0.721663762149,3,2009,AM,12.1739709851,D,9.03014026716,,,1.3481486028930470
2,2nd St,Brannan,Market,N,0.721663762149,3,2009,PM,10.3657779506,D,7.32959166651,,,1.4142367572756869
2,2nd St,Brannan,Market,N,0.721663762149,3,2011,AM,13.902576875,C,7.25,2.04,28.13793103448275862100,1.9175968103448276
2,2nd St,Brannan,Market,N,0.721663762149,3,2011,PM,13.3099370523,C,6.33,2.58,40.75829383886255924200,2.1026756796682464
2,2nd St,Brannan,Market,N,0.721663762149,3,2013,AM,11.1483870968,D,6.7,2.4,35.82089552238805970100,1.6639383726567164
2,2nd St,Brannan,Market,N,0.721663762149,3,2013,PM,3.13043478261,F,6.5,1.8,27.69230769230769230800,0.48160535117076923077
2,2nd St,Brannan,Market,N,0.721663762149,3,2015,AM,9.6987839102,D,7.2,2.7,37.50000000000000000000,1.3470533208611111
2,2nd St,Brannan,Market,N,0.721663762149,3,2015,PM,5.26294416244,F,5.7,2.5,43.85964912280701754400,0.92332353727017543860
2,2nd St,Brannan,Market,N,0.721663762149,3,2017,AM,9.6,D,7.8,0.925910331,11.87064526923076923100,1.2307692307692308
2,2nd St,Brannan,Market,N,0.721663762149,3,2017,PM,6.6,F,6.5,1.490711985,22.93403053846153846200,1.01538461538461538462
3,2nd St,Market,Brannan,S,0.721663762241,3,2006,AM,14.3,C,,,,
3,2nd St,Market,Brannan,S,0.721663762241,3,2006,PM,13.4,C,,,,
3,2nd St,Market,Brannan,S,0.721663762241,3,2007,AM,18.6026398093,C,,,,
3,2nd St,Market,Brannan,S,0.721663762241,3,2007,PM,11.9281911374,D,,,,
3,2nd St,Market,Brannan,S,0.721663762241,3,2009,AM,16.345455825,C,9.07522043796,,,1.8011084068690965
3,2nd St,Market,Brannan,S,0.721663762241,3,2009,PM,10.6089718258,D,7.40334688516,,,1.4329967230180273
3,2nd St,Market,Brannan,S,0.721663762241,3,2011,AM,20.7845255581,B,7.69,1.85,24.05721716514954486300,2.7027991623016905
3,2nd St,Market,Brannan,S,0.721663762241,3,2011,PM,12.2075219936,D,6.75,2.68,39.70370370370370370400,1.8085217768296296
3,2nd St,Market,Brannan,S,0.721663762241,3,2013,AM,9.56457564576,D,9.3,1.9,20.43010752688172043000,1.02844899416774193548
3,2nd St,Market,Brannan,S,0.721663762241,3,2013,PM,6.02440441604,F,7.1,1.3,18.30985915492957746500,0.84850766423098591549
3,2nd St,Market,Brannan,S,0.721663762241,3,2015,AM,11.8627002288,D,7.5,1.5,20.00000000000000000000,1.5816933638400000
3,2nd St,Market,Brannan,S,0.721663762241,3,2015,PM,6.9490616622,F,4.6,1.5,32.60869565217391304300,1.5106655787391304
3,2nd St,Market,Brannan,S,0.721663762241,3,2017,AM,10.6,D,8.2,0.934210114,11.39280626829268292700,1.2926829268292683
3,2nd St,Market,Brannan,S,0.721663762241,3,2017,PM,11.1,D,6.4,1.197178054,18.70590709375000000000,1.7343750000000000
4,3rd St,Jamestown,Evans,N,1.62369965920,3,1993,AM,25.4,B,,,,
4,3rd St,Jamestown,Evans,N,1.62369965920,3,1993,PM,18.5,C,,,,
4,3rd St,Jamestown,Evans,N,1.62369965920,3,2001,AM,23.5,B,,,,
4,3rd St,Jamestown,Evans,N,1.62369965920,3,2001,PM,20.2,B,,,,
4,3rd St,Jamestown,Evans,N,1.62369965920,3,2006,AM,17.9,C,,,,
4,3rd St,Jamestown,Evans,N,1.62369965920,3,2006,PM,12.5,D,,,,
4,3rd St,Jamestown,Evans,N,1.62369965920,3,2007,AM,20.4973342759,B,,,,
4,3rd St,Jamestown,Evans,N,1.62369965920,3,2007,PM,21.6335010601,B,,,,
4,3rd St,Jamestown,Evans,N,1.62369965920,3,2009,AM,24.5690582712,B,,,,
4,3rd St,Jamestown,Evans,N,1.62369965920,3,2009,PM,22.0653766142,B,,,,
4,3rd St,Jamestown,Evans,N,1.62369965920,3,2011,AM,23.9394940098,B,5.72,2.6,45.45454545454545454500,4.1852262254895105
4,3rd St,Jamestown,Evans,N,1.62369965920,3,2011,PM,24.0308762291,B,5.41,2.55,47.13493530499075785600,4.4419364563955638
4,3rd St,Jamestown,Evans,N,1.62369965920,3,2013,AM,18.1,C,,,,
4,3rd St,Jamestown,Evans,N,1.62369965920,3,2013,PM,17.8,C,,,,
4,3rd St,Jamestown,Evans,N,1.62369965920,3,2015,AM,17.1,C,,,,
4,3rd St,Jamestown,Evans,N,1.62369965920,3,2015,PM,17.8,C,,,,
4,3rd St,Jamestown,Evans,N,1.62369965920,3,2017,AM,15.3,C,,,,
4,3rd St,Jamestown,Evans,N,1.62369965920,3,2017,PM,16.0,C,,,,
5,3rd St,Evans,Terry Francois,N,2.35998926098,3,1991,AM,10.3,D,,,,
5,3rd St,Evans,Terry Francois,N,2.35998926098,3,1991,PM,10.3,D,,,,
5,3rd St,Evans,Terry Francois,N,2.35998926098,3,1993,AM,24.0,B,,,,
5,3rd St,Evans,Terry Francois,N,2.35998926098,3,1993,PM,18.5,C,,,,
5,3rd St,Evans,Terry Francois,N,2.35998926098,3,2001,AM,23.6,B,,,,
5,3rd St,Evans,Terry Francois,N,2.35998926098,3,2001,PM,20.5,B,,,,
5,3rd St,Evans,Terry Francois,N,2.35998926098,3,2006,AM,24.7,B,,,,
5,3rd St,Evans,Terry Francois,N,2.35998926098,3,2006,PM,24.0,B,,,,
5,3rd St,Evans,Terry Francois,N,2.35998926098,3,2007,AM,23.0870110973,B,,,,
5,3rd St,Evans,Terry Francois,N,2.35998926098,3,2007,PM,26.0600179015,A,,,,
5,3rd St,Evans,Terry Francois,N,2.35998926098,3,2009,AM,28.3533842632,A,,,,
5,3rd St,Evans,Terry Francois,N,2.35998926098,3,2009,PM,30.054451938,A,,,,
5,3rd St,Evans,Terry Francois,N,2.35998926098,3,2011,AM,27.6396369664,A,7.73,3.07,39.71539456662354463100,3.5756322078137128
5,3rd St,Evans,Terry Francois,N,2.35998926098,3,2011,PM,30.0303422783,A,8.25,3.21,38.90909090909090909100,3.6400414882787879
5,3rd St,Evans,Terry Francois,N,2.35998926098,3,2013,AM,20.9,B,,,,
5,3rd St,Evans,Terry Francois,N,2.35998926098,3,2013,PM,20.4,B,,,,
5,3rd St,Evans,Terry Francois,N,2.35998926098,3,2015,AM,17.5,C,,,,
5,3rd St,Evans,Terry Francois,N,2.35998926098,3,2015,PM,14.1,C,,,,
5,3rd St,Evans,Terry Francois,N,2.35998926098,3,2017,AM,16.2,C,,,,
5,3rd St,Evans,Terry Francois,N,2.35998926098,3,2017,PM,13.8,C,,,,
6,3rd St,Terry Francois,Market,N,1.04889791085,3,1991,AM,12.1,D,,,,
6,3rd St,Terry Francois,Market,N,1.04889791085,3,1991,PM,12.1,D,,,,
6,3rd St,Terry Francois,Market,N,1.04889791085,3,1993,AM,12.1,D,,,,
6,3rd St,Terry Francois,Market,N,1.04889791085,3,1993,PM,8.8,D,,,,
6,3rd St,Terry Francois,Market,N,1.04889791085,3,1995,AM,15.3,C,,,,
6,3rd St,Terry Francois,Market,N,1.04889791085,3,1995,PM,11.6,D,,,,
6,3rd St,Terry Francois,Market,N,1.04889791085,3,1997,PM,10.2,D,,,,
6,3rd St,Terry Francois,Market,N,1.04889791085,3,1999,AM,10.8,D,,,,
6,3rd St,Terry Francois,Market,N,1.04889791085,3,1999,PM,11.7,D,,,,
6,3rd St,Terry Francois,Market,N,1.04889791085,3,2001,AM,9.2,D,,,,
6,3rd St,Terry Francois,Market,N,1.04889791085,3,2001,PM,11.6,D,,,,
6,3rd St,Terry Francois,Market,N,1.04889791085,3,2004,AM,6.2,F,,,,
6,3rd St,Terry Francois,Market,N,1.04889791085,3,2004,PM,7.3,E,,,,
6,3rd St,Terry Francois,Market,N,1.04889791085,3,2006,AM,8.1,E,,,,
6,3rd St,Terry Francois,Market,N,1.04889791085,3,2006,PM,12.7,D,,,,
6,3rd St,Terry Francois,Market,N,1.04889791085,3,2007,AM,9.66992251316,D,,,,
6,3rd St,Terry Francois,Market,N,1.04889791085,3,2007,PM,11.3371610222,D,,,,
6,3rd St,Terry Francois,Market,N,1.04889791085,3,2009,AM,20.0058491013,B,,,,
6,3rd St,Terry Francois,Market,N,1.04889791085,3,2009,PM,16.0847733217,C,,,,
6,3rd St,Terry Francois,Market,N,1.04889791085,3,2011,AM,15.1456804902,C,6.01,2.47,41.09816971713810316100,2.5200799484525790
6,3rd St,Terry Francois,Market,N,1.04889791085,3,2011,PM,12.8645397681,D,5.6,2.02,36.07142857142857142900,2.2972392443035714
6,3rd St,Terry Francois,Market,N,1.04889791085,3,2013,AM,13.6,C,7.4,0.5,6.75675675675675675700,1.8378378378378378
6,3rd St,Terry Francois,Market,N,1.04889791085,3,2013,PM,12.8,D,6.6,1.0,15.15151515151515151500,1.9393939393939394
6,3rd St,Terry Francois,Market,N,1.04889791085,3,2015,AM,12.1,D,7.7,0.6,7.79220779220779220800,1.5714285714285714
6,3rd St,Terry Francois,Market,N,1.04889791085,3,2015,PM,9.7,D,7.1,1.3,18.30985915492957746500,1.3661971830985915
6,3rd St,Terry Francois,Market,N,1.04889791085,3,2017,AM,10.6,D,7.7,0.440958552,5.72673444155844155800,1.3766233766233766
6,3rd St,Terry Francois,Market,N,1.04889791085,3,2017,PM,8.8,E,6.6,0.580961565,8.80244795454545454500,1.3333333333333333
7,3rd St,Terry Francois,Evans,S,2.36056503215,3,1991,AM,10.3,D,,,,
7,3rd St,Terry Francois,Evans,S,2.36056503215,3,1991,PM,10.3,D,,,,
7,3rd St,Terry Francois,Evans,S,2.36056503215,3,1993,AM,24.1,B,,,,
7,3rd St,Terry Francois,Evans,S,2.36056503215,3,1993,PM,17.0,C,,,,
7,3rd St,Terry Francois,Evans,S,2.36056503215,3,2001,AM,23.8,B,,,,
7,3rd St,Terry Francois,Evans,S,2.36056503215,3,2001,PM,20.2,B,,,,
7,3rd St,Terry Francois,Evans,S,2.36056503215,3,2006,AM,20.2,B,,,,
7,3rd St,Terry Francois,Evans,S,2.36056503215,3,2006,PM,21.8,B,,,,
7,3rd St,Terry Francois,Evans,S,2.36056503215,3,2007,AM,28.8752929025,A,,,,
7,3rd St,Terry Francois,Evans,S,2.36056503215,3,2007,PM,30.7311789105,A,,,,
7,3rd St,Terry Francois,Evans,S,2.36056503215,3,2009,AM,28.6016067197,A,,,,
7,3rd St,Terry Francois,Evans,S,2.36056503215,3,2009,PM,27.8395916888,A,,,,
7,3rd St,Terry Francois,Evans,S,2.36056503215,3,2011,AM,27.3242253971,A,8.65,2.82,32.60115606936416185000,3.1588699881040462
7,3rd St,Terry Francois,Evans,S,2.36056503215,3,2011,PM,29.4718400981,A,8.06,2.91,36.10421836228287841200,3.6565558434367246
7,3rd St,Terry Francois,Evans,S,2.36056503215,3,2013,AM,21.7,B,,,,
7,3rd St,Terry Francois,Evans,S,2.36056503215,3,2013,PM,20.5,B,,,,
7,3rd St,Terry Francois,Evans,S,2.36056503215,3,2015,AM,18.7,C,,,,
7,3rd St,Terry Francois,Evans,S,2.36056503215,3,2015,PM,16.6,C,,,,
7,3rd St,Terry Francois,Evans,S,2.36056503215,3,2017,AM,17.5,C,,,,
7,3rd St,Terry Francois,Evans,S,2.36056503215,3,2017,PM,17.9,C,,,,
8,3rd St,Evans,Jamestown,S,1.62369966050,3,1993,AM,22.3,C,,,,
8,3rd St,Evans,Jamestown,S,1.62369966050,3,1993,PM,17.6,C,,,,
8,3rd St,Evans,Jamestown,S,1.62369966050,3,2001,AM,20.9,B,,,,
8,3rd St,Evans,Jamestown,S,1.62369966050,3,2001,PM,18.1,C,,,,
8,3rd St,Evans,Jamestown,S,1.62369966050,3,2006,AM,23.7,B,,,,
8,3rd St,Evans,Jamestown,S,1.62369966050,3,2006,PM,15.8,C,,,,
8,3rd St,Evans,Jamestown,S,1.62369966050,3,2007,AM,21.9017070811,B,,,,
8,3rd St,Evans,Jamestown,S,1.62369966050,3,2007,PM,22.2307780389,B,,,,
8,3rd St,Evans,Jamestown,S,1.62369966050,3,2009,AM,23.2272711564,B,,,,
8,3rd St,Evans,Jamestown,S,1.62369966050,3,2009,PM,22.3259806365,B,,,,
8,3rd St,Evans,Jamestown,S,1.62369966050,3,2011,AM,25.4334211839,A,5.87,3.43,58.43270868824531516200,4.3327804401873935
8,3rd St,Evans,Jamestown,S,1.62369966050,3,2011,PM,22.676027492,B,4.96,2.71,54.63709677419354838700,4.5717797362903226
8,3rd St,Evans,Jamestown,S,1.62369966050,3,2013,AM,19.2,B,,,,
8,3rd St,Evans,Jamestown,S,1.62369966050,3,2013,PM,18.7,C,,,,
8,3rd St,Evans,Jamestown,S,1.62369966050,3,2015,AM,18.4,C,,,,
8,3rd St,Evans,Jamestown,S,1.62369966050,3,2015,PM,17.5,C,,,,
8,3rd St,Evans,Jamestown,S,1.62369966050,3,2017,AM,15.9,C,,,,
8,3rd St,Evans,Jamestown,S,1.62369966050,3,2017,PM,15.6,C,,,,
9,4th St/Stockton,O'Farrell,Harrison,S,0.564055637017,3,1991,PM,4.7,F,,,,
9,4th St/Stockton,O'Farrell,Harrison,S,0.564055637017,3,1993,AM,11.6,D,,,,
9,4th St/Stockton,O'Farrell,Harrison,S,0.564055637017,3,1993,PM,8.4,E,,,,
9,4th St/Stockton,O'Farrell,Harrison,S,0.564055637017,3,1995,AM,8.1,E,,,,
9,4th St/Stockton,O'Farrell,Harrison,S,0.564055637017,3,1995,PM,10.5,D,,,,
9,4th St/Stockton,O'Farrell,Harrison,S,0.564055637017,3,1997,AM,14.6,C,,,,
9,4th St/Stockton,O'Farrell,Harrison,S,0.564055637017,3,1997,PM,10.5,D,,,,
9,4th St/Stockton,O'Farrell,Harrison,S,0.564055637017,3,1999,PM,5.9,F,,,,
9,4th St/Stockton,O'Farrell,Harrison,S,0.564055637017,3,2001,PM,10.5,D,,,,
9,4th St/Stockton,O'Farrell,Harrison,S,0.564055637017,3,2004,PM,9.8,D,,,,
9,4th St/Stockton,O'Farrell,Harrison,S,0.564055637017,3,2006,AM,11.3,D,6.2,,,1.8225806451612903
9,4th St/Stockton,O'Farrell,Harrison,S,0.564055637017,3,2006,PM,8.9,E,5.1,,,1.7450980392156863
9,4th St/Stockton,O'Farrell,Harrison,S,0.564055637017,3,2007,AM,9.35235265662,D,5.1,,,1.8337946385529412
9,4th St/Stockton,O'Farrell,Harrison,S,0.564055637017,3,2007,PM,9.14560431744,D,,,,
9,4th St/Stockton,O'Farrell,Harrison,S,0.564055637017,3,2009,AM,13.3519052723,C,5.58,,,2.3928145649283154
9,4th St/Stockton,O'Farrell,Harrison,S,0.564055637017,3,2009,PM,8.46184077196,E,4.82,,,1.7555686248879668
9,4th St/Stockton,O'Farrell,Harrison,S,0.564055637017,3,2011,AM,17.0068222265,C,5.58,1.6,28.67383512544802867400,3.0478176033154122
9,4th St/Stockton,O'Farrell,Harrison,S,0.564055637017,3,2011,PM,15.1038164495,C,4.57,1.69,36.98030634573304157500,3.3049926585339168
9,4th St/Stockton,O'Farrell,Harrison,S,0.564055637017,3,2013,AM,13.6,C,,,,
9,4th St/Stockton,O'Farrell,Harrison,S,0.564055637017,3,2013,PM,11.5,D,,,,
9,4th St/Stockton,O'Farrell,Harrison,S,0.564055637017,3,2015,AM,13.9,C,,,,
9,4th St/Stockton,O'Farrell,Harrison,S,0.564055637017,3,2015,PM,9.8,D,,,,
9,4th St/Stockton,O'Farrell,Harrison,S,0.564055637017,3,2017,AM,11.0,D,,,,
9,4th St/Stockton,O'Farrell,Harrison,S,0.564055637017,3,2017,PM,9.8,D,,,,
10,4th St/Stockton,Harrison,Channel,S,0.596754541754,3,2007,AM,16.0291256173,C,7.3,,,2.1957706325068493
10,4th St/Stockton,Harrison,Channel,S,0.596754541754,3,2007,PM,14.0516331622,C,,,,
10,4th St/Stockton,Harrison,Channel,S,0.596754541754,3,2009,AM,13.8051327077,C,,,,
10,4th St/Stockton,Harrison,Channel,S,0.596754541754,3,2009,PM,14.2590764877,C,7.33,,,1.9453037500272851
10,4th St/Stockton,Harrison,Channel,S,0.596754541754,3,2011,AM,16.7818232561,C,7.88,1.76,22.33502538071065989800,2.1296730020431472
10,4th St/Stockton,Harrison,Channel,S,0.596754541754,3,2011,PM,14.8529256496,C,6.51,1.71,26.26728110599078341000,2.2815553993241167
10,4th St/Stockton,Harrison,Channel,S,0.596754541754,3,2013,AM,12.8,D,8.1,2.1,25.92592592592592592600,1.5802469135802469
10,4th St/Stockton,Harrison,Channel,S,0.596754541754,3,2013,PM,12.6,D,7.4,3.4,45.94594594594594594600,1.7027027027027027
10,4th St/Stockton,Harrison,Channel,S,0.596754541754,3,2015,AM,11.4,D,,,,
10,4th St/Stockton,Harrison,Channel,S,0.596754541754,3,2015,PM,8.7,E,,,,
10,4th St/Stockton,Harrison,Channel,S,0.596754541754,3,2017,AM,7.6,E,,,,
10,4th St/Stockton,Harrison,Channel,S,0.596754541754,3,2017,PM,7.3,E,,,,
11,5th St,Brannan,Market,N,0.722305536750,3,1991,AM,7.9,E,,,,
11,5th St,Brannan,Market,N,0.722305536750,3,1991,PM,7.9,E,,,,
11,5th St,Brannan,Market,N,0.722305536750,3,1993,AM,10.5,D,,,,
11,5th St,Brannan,Market,N,0.722305536750,3,1993,PM,12.7,D,,,,
11,5th St,Brannan,Market,N,0.722305536750,3,1995,AM,10.7,D,,,,
11,5th St,Brannan,Market,N,0.722305536750,3,1995,PM,7.7,E,,,,
11,5th St,Brannan,Market,N,0.722305536750,3,1997,AM,12.1,D,,,,
11,5th St,Brannan,Market,N,0.722305536750,3,1997,PM,11.3,D,,,,
11,5th St,Brannan,Market,N,0.722305536750,3,1999,AM,10.5,D,,,,
11,5th St,Brannan,Market,N,0.722305536750,3,1999,PM,7.6,E,,,,
11,5th St,Brannan,Market,N,0.722305536750,3,2001,AM,11.8,D,,,,
11,5th St,Brannan,Market,N,0.722305536750,3,2001,PM,16.5,C,,,,
11,5th St,Brannan,Market,N,0.722305536750,3,2004,AM,8.6,E,,,,
11,5th St,Brannan,Market,N,0.722305536750,3,2006,AM,10.9,D,,,,
11,5th St,Brannan,Market,N,0.722305536750,3,2006,PM,9.8,D,,,,
11,5th St,Brannan,Market,N,0.722305536750,3,2007,AM,11.7879548478,D,,,,
11,5th St,Brannan,Market,N,0.722305536750,3,2007,PM,9.49824048688,D,,,,
11,5th St,Brannan,Market,N,0.722305536750,3,2009,AM,14.6538274575,C,7.58329127561,,,1.9323835686795831
11,5th St,Brannan,Market,N,0.722305536750,3,2009,PM,15.6156425254,C,6.7895049341,,,2.2999677703997384
11,5th St,Brannan,Market,N,0.722305536750,3,2011,AM,16.3099536183,C,7.7,2.22,28.83116883116883116900,2.1181757945844156
11,5th St,Brannan,Market,N,0.722305536750,3,2011,PM,15.6773082631,C,6.27,2.16,34.44976076555023923400,2.5003681440350877
11,5th St,Brannan,Market,N,0.722305536750,3,2013,AM,9.54696132597,D,6.5,2.0,30.76923076923076923100,1.4687632809184615
11,5th St,Brannan,Market,N,0.722305536750,3,2013,PM,4.03738317757,F,4.7,1.9,40.42553191489361702100,0.85901769735531914894
11,5th St,Brannan,Market,N,0.722305536750,3,2015,AM,10.0077220077,D,5.5,0.7,12.72727272727272727300,1.8195858195818182
11,5th St,Brannan,Market,N,0.722305536750,3,2015,PM,6.4962406015,F,3.8,1.7,44.73684210526315789500,1.7095370003947368
11,5th St,Brannan,Market,N,0.722305536750,3,2017,AM,8.7,E,5.5,0.559082373,10.16513405454545454500,1.5818181818181818
11,5th St,Brannan,Market,N,0.722305536750,3,2017,PM,3.5,F,2.8,0.630592625,22.52116517857142857100,1.2500000000000000
12,5th St,Market,Brannan,S,0.722304002247,3,1991,AM,7.9,E,,,,
12,5th St,Market,Brannan,S,0.722304002247,3,1991,PM,7.9,E,,,,
12,5th St,Market,Brannan,S,0.722304002247,3,1993,AM,11.6,C,,,,
12,5th St,Market,Brannan,S,0.722304002247,3,1993,PM,13.5,C,,,,
12,5th St,Market,Brannan,S,0.722304002247,3,2001,AM,9.9,D,,,,
12,5th St,Market,Brannan,S,0.722304002247,3,2001,PM,5.2,F,,,,
12,5th St,Market,Brannan,S,0.722304002247,3,2004,AM,10.6,D,,,,
12,5th St,Market,Brannan,S,0.722304002247,3,2004,PM,6.3,F,,,,
12,5th St,Market,Brannan,S,0.722304002247,3,2006,AM,11.8,D,,,,
12,5th St,Market,Brannan,S,0.722304002247,3,2006,PM,9.3,D,,,,
12,5th St,Market,Brannan,S,0.722304002247,3,2007,AM,11.3937987558,D,,,,
12,5th St,Market,Brannan,S,0.722304002247,3,2007,PM,11.2322566002,D,,,,
12,5th St,Market,Brannan,S,0.722304002247,3,2009,AM,19.2590331811,B,7.19431582499,,,2.6769791109534408
12,5th St,Market,Brannan,S,0.722304002247,3,2009,PM,13.1242626893,C,6.26380656845,,,2.0952535085302998
12,5th St,Market,Brannan,S,0.722304002247,3,2011,AM,16.0513315404,C,6.25,2.1,33.60000000000000000000,2.5682130464640000
12,5th St,Market,Brannan,S,0.722304002247,3,2011,PM,13.7764291809,C,5.2,1.52,29.23076923076923076900,2.6493133040192308
12,5th St,Market,Brannan,S,0.722304002247,3,2013,AM,11.6888387824,D,7.1,0.5,7.04225352112676056300,1.6463153214647887
12,5th St,Market,Brannan,S,0.722304002247,3,2013,PM,5.4,F,5.5,0.5,9.09090909090909090900,0.98181818181818181818
12,5th St,Market,Brannan,S,0.722304002247,3,2015,AM,10.755186722,D,5.9,0.4,6.77966101694915254200,1.8229130037288136
12,5th St,Market,Brannan,S,0.722304002247,3,2015,PM,6.68471953578,F,4.2,0.4,9.52380952380952381000,1.5915998894714286
12,5th St,Market,Brannan,S,0.722304002247,3,2017,AM,11.4,D,6.4,0.478667742,7.47918346875000000000,1.7812500000000000
12,5th St,Market,Brannan,S,0.722304002247,3,2017,PM,7.0,E,4.6,0.508136413,11.04644376086956521700,1.5217391304347826
13,6th St,Brannan,Market,N,0.722782725809,3,1993,AM,13.8,C,,,,
13,6th St,Brannan,Market,N,0.722782725809,3,1993,PM,12.7,D,,,,
13,6th St,Brannan,Market,N,0.722782725809,3,1995,PM,7.6,E,,,,
13,6th St,Brannan,Market,N,0.722782725809,3,1997,PM,11.2,D,,,,
13,6th St,Brannan,Market,N,0.722782725809,3,1999,PM,9.0,D,,,,
13,6th St,Brannan,Market,N,0.722782725809,3,2001,AM,4.7,F,,,,
13,6th St,Brannan,Market,N,0.722782725809,3,2001,PM,6.4,F,,,,
13,6th St,Brannan,Market,N,0.722782725809,3,2004,AM,5.5,F,,,,
13,6th St,Brannan,Market,N,0.722782725809,3,2004,PM,6.6,F,,,,
13,6th St,Brannan,Market,N,0.722782725809,3,2006,AM,12.6,D,,,,
13,6th St,Brannan,Market,N,0.722782725809,3,2006,PM,12.7,D,,,,
13,6th St,Brannan,Market,N,0.722782725809,3,2007,AM,10.2971379528,D,,,,
13,6th St,Brannan,Market,N,0.722782725809,3,2007,PM,11.7347370054,D,,,,
13,6th St,Brannan,Market,N,0.722782725809,3,2009,AM,11.1987308218,D,,,,
13,6th St,Brannan,Market,N,0.722782725809,3,2009,PM,11.057355449,D,,,,
13,6th St,Brannan,Market,N,0.722782725809,3,2011,AM,15.6711785933,C,,,,
13,6th St,Brannan,Market,N,0.722782725809,3,2011,PM,11.0278413411,D,,,,
13,6th St,Brannan,Market,N,0.722782725809,3,2013,AM,13.6,C,,,,
13,6th St,Brannan,Market,N,0.722782725809,3,2013,PM,12.1,D,,,,
13,6th St,Brannan,Market,N,0.722782725809,3,2015,AM,10.6,D,,,,
13,6th St,Brannan,Market,N,0.722782725809,3,2015,PM,7.5,E,,,,
13,6th St,Brannan,Market,N,0.722782725809,3,2017,AM,10.4,D,,,,
13,6th St,Brannan,Market,N,0.722782725809,3,2017,PM,7.6,E,,,,
14,6th St,Market,Brannan,S,0.722780496169,3,1991,PM,6.7,F,,,,
14,6th St,Market,Brannan,S,0.722780496169,3,1993,AM,22.4,B,,,,
14,6th St,Market,Brannan,S,0.722780496169,3,1993,PM,11.5,D,,,,
14,6th St,Market,Brannan,S,0.722780496169,3,1995,PM,12.0,D,,,,
14,6th St,Market,Brannan,S,0.722780496169,3,1997,PM,9.4,D,,,,
14,6th St,Market,Brannan,S,0.722780496169,3,1999,PM,9.5,D,,,,
14,6th St,Market,Brannan,S,0.722780496169,3,2001,AM,10.0,D,,,,
14,6th St,Market,Brannan,S,0.722780496169,3,2001,PM,6.8,F,,,,
14,6th St,Market,Brannan,S,0.722780496169,3,2004,AM,8.3,E,,,,
14,6th St,Market,Brannan,S,0.722780496169,3,2004,PM,4.4,F,,,,
14,6th St,Market,Brannan,S,0.722780496169,3,2006,AM,13.6,C,,,,
14,6th St,Market,Brannan,S,0.722780496169,3,2006,PM,12.9,D,,,,
14,6th St,Market,Brannan,S,0.722780496169,3,2007,AM,14.1839244121,C,,,,
14,6th St,Market,Brannan,S,0.722780496169,3,2007,PM,10.903277411,D,,,,
14,6th St,Market,Brannan,S,0.722780496169,3,2009,AM,15.0591869493,C,,,,
14,6th St,Market,Brannan,S,0.722780496169,3,2009,PM,12.3091272777,D,,,,
14,6th St,Market,Brannan,S,0.722780496169,3,2011,AM,16.5175299425,C,,,,
14,6th St,Market,Brannan,S,0.722780496169,3,2011,PM,9.55387670361,D,,,,
14,6th St,Market,Brannan,S,0.722780496169,3,2013,AM,17.5,C,,,,
14,6th St,Market,Brannan,S,0.722780496169,3,2013,PM,11.8,D,,,,
